applicationNumber,animalclass,status,labelType,proprietaryName,fileName,bytes,ingredients,proprietary,bblabelId,indications
NADA 140-951,Broiler Chickens,OTC,C,Clinacox™ 0.2%,N 140-951 Clin Type C BB Broiler 8Jun2020.pdf,,Diclazuril,,331,"<p> <font size=""3""></font></p><p> <font size=""2""></font>For the prevention of coccidiosis caused by <em>Eimeria tenella, E. necatrix, E. acervulina, E. brunetti, E. mitis (mivati) </em>and <em>E. maxima. </em><font size=""2""></font></p><p><font face=""Arial,Helvetica"" size=""3""><font face=""Arial,Helvetica"" size=""3""><i></i></font></font></p><p><font face=""Arial,Helvetica"" size=""3""><i></i></font></p><p><i></i></p><p></p>"
NADA 010-092,Chicken,VFD,C,Gallimycin®-100P,UCM532143.pdf,,Erythromycin Thiocyanate,,844,"<p> <font size=""3""></font>As an aid in the prevention of infectious coryza. <font size=""3""></font></p>"
NADA 010-092,Chicken,VFD,C,Gallimycin®-100P,UCM532145.pdf,,Erythromycin Thiocyanate,,840,"<p> <font size=""3""></font>As an aid in the prevention of chronic respiratory disease during periods of stress. <font size=""3""></font></p>"
NADA 010-092,Chickens,VFD,C,Gallimycin®-100P,UCM532142.pdf,,Erythromycin Thiocyanate,,984,"<p> <font size=""3""></font>As an aid in the prevention and reduction of lesions and in lowering severity of chronic respiratory disease (CRD). <font size=""3""></font></p>"
NADA 010-918,Chicken,VFD,B,"Hygromix™ 2.4,Hygromix™ 8",UCM532155.pdf,,Hygromycin B,,834,"<p> <font size=""3""></font>As an aid in the control of infections of the following intestinal parasites: Large roundworms (<em>Ascaris galli</em>), cecal worms (<em>Heterakis gallinae</em>), and capillary worms (<em>Capillaria obsignata</em>). <font size=""3""></font></p>"
NADA 010-918,Chicken,VFD,C,"Hygromix™ 2.4,Hygromix™ 8",UCM532158.pdf,,Hygromycin B,,830,"<p> <font size=""3""></font>As an aid in the control of infections of the following intestinal parasites: Large roundworms (<em>Ascaris galli</em>), cecal worms (<em>Heterakis gallinae</em>), and capillary worms (<em>Capillaria obsignata</em>). <font size=""3""></font></p>"
NADA 096-298,Broiler or fryer chickens,OTC,C,"Avatec®,Bovatec® 150 FP,Bovatec® 68 Type A Medicated Article,Bovatec® 91,Bovatec® Liquid 20 (liquid Type A Article)",N096298 AVA Cocci Type C Chicken.pdf,,Lasalocid,,8560,"<p>For prevention of coccidiosis caused by <em>Eimeria tenella, E. necatrix, E. acervulina, E. brunette, E. mivati, </em>and <em>E. maxima </em>in broiler or fryer chickens only.<br/></p>"
NADA 097-505,Broiler Chickens,VFD,C,"LINCOMIX® 20,LINCOMIX® 50",UCM315099.pdf,,Lincomycin,,6392,<p>For the control of necrotic enteritis caused or complicated by <i>Clostridium spp</i>. or other organisms susceptible to lincomycin in broilers.<br/></p>
NADA 038-878,Broiler chickens,OTC,C,"Coban™ 60,Coban™ 90",Coban Broiler Chicken Type C Blue Bird.pdf,,Monensin Sodium,,2385,"<p> <font size=""3""></font>To aid in the prevention of coccidiosis caused by <em>Eimeria necatrix, E. tenella, E. acervulina</em>, <em>E. brunetti, E. mivati</em>, and <em>E. maxima </em>in broiler chickens<font size=""3""></font></p>"
NADA 038-878,Laying hen replacement chickens and layer breeder replacement chickens,OTC,C,"Coban™ 60,Coban™ 90",Coban Laying Hen Replacement Chicken Type C Blue Bird.pdf,,Monensin Sodium,,2383,"<p> <font size=""3""></font>To aid in the prevention of coccidiosis caused by <em>Eimeria necatrix, E. tenella, E. acervulina</em>, <em>E. brunetti, E. mivati</em>, and <i>E. maximaÂ </i>in laying hen replacement chickens and layer breeder replacement chickens.<font size=""3""></font></p>"
NADA 130-736,Broiler chickens,OTC,C,Coban™,UCM486614.pdf,,Monensin Sodium,,2398,"<p> <font size=""3""></font>To aid in the prevention of coccidiosis caused by <em>Eimeria necatrix, E. tenella, E. acervulina</em>, <em>E. brunetti, E. mivati</em>, and <em>E. maxima</em>. <font size=""3""></font></p>"
NADA 130-736,Chicken,OTC,C,Coban™,UCM493183.pdf,,Monensin Sodium,,2337,"<p> <font size=""3""></font>To aid in the prevention of coccidiosis caused by <em>Eimeria necatrix, E. tenella, E. acervulina</em>, <em>E. brunetti, E. mivati</em>, and <em>E. maxima</em>. <font size=""3""></font></p>"
NADA 009-476,Chicken,OTC,B,Nicarb® 25%,UCM366431.pdf,,Nicarbazin,,3602,"<p> <font size=""3""></font>Aid in preventing outbreaks of cecal (<em>Eimeria tenella)</em> and intestinal <em>(E. acervulina, E. maxima, E. necatrix, </em>and<em> E. brunetti</em>) coccidiosis. <font size=""3""></font></p><p><font size=""3""></font></p><p><b><font face=""Times New Roman,Times New Roman"" size=""3""><font face=""Times New Roman,Times New Roman"" size=""3""></font></font></b></p><p><br/></p>"
NADA 009-476,Chicken,OTC,C,Nicarb® 25%,UCM366432.pdf,,Nicarbazin,,3582,"<p> <font size=""3""></font>Aid in preventing outbreaks of cecal (<em>Eimeria tenella</em>) and intestinal (<em>E. acervulina, E. maxima, E. necatrix,</em> and <em>E. brunetti</em>) coccidiosis. <font size=""3""></font></p>"
NADA 095-143,Chicken,VFD,C,"Terramycin® 10,Terramycin® 100,Terramycin® 100MR,Terramycin® 200,Terramycin® 200 Granular,Terramycin® 30,Terramycin® 50",UCM417043.pdf,,Oxytetracycline,,6873,"<p> <font size=""3""></font>For chickens for control of chronic respiratory disease (CRD) and air sac infection caused by <em>Mycoplasma gallisepticum </em>and <em>Escherichia coli</em> susceptible to oxytetracycline. </p><p><span class=""rangySelectionBoundary"" id=""selectionBoundary_1545175918586_8030785665805684"">&#65279;</span><font size=""3""><br/></font></p>"
NADA 095-143,Chickens,VFD,B,"Terramycin® 10,Terramycin® 100,Terramycin® 100MR,Terramycin® 200,Terramycin® 200 Granular,Terramycin® 30,Terramycin® 50",UCM416854.pdf,,Oxytetracycline,,6185,<p>For chickens for control of infectious synovitis caused by <i>Mycoplasma synoviae</i>; control of fowl cholera caused by <i>Pasteurella multocida </i>susceptible to oxytetracycline.</p><p>For chickens for control of chronic respiratory disease (CRD) and air sac infection caused by <i>Mycoplasma gallisepticum </i>and <i>Escherichia coli </i>susceptible to oxytetracycline.<br/></p>
NADA 095-143,Chickens,VFD,B,"Terramycin® 10,Terramycin® 100,Terramycin® 100MR,Terramycin® 200,Terramycin® 200 Granular,Terramycin® 30,Terramycin® 50",UCM416858.pdf,,Oxytetracycline,,6170,<p>For chickens for reduction of mortality due to air sacculitis (air sac infection) caused by <i>Escherichia coli </i>susceptible to oxytetracycline.<br/></p>
NADA 095-143,Chickens,VFD,C,"Terramycin® 10,Terramycin® 100,Terramycin® 100MR,Terramycin® 200,Terramycin® 200 Granular,Terramycin® 30,Terramycin® 50",UCM417041.pdf,,Oxytetracycline,,6275,<p>For chickens for control of infectious synovitis caused by <i>Mycoplasma synoviae</i>; control of fowl cholera caused by <i>Pasteurella multocida </i>susceptible to oxytetracycline.<br/></p>
NADA 095-143,Chickens,VFD,C,"Terramycin® 10,Terramycin® 100,Terramycin® 100MR,Terramycin® 200,Terramycin® 200 Granular,Terramycin® 30,Terramycin® 50",UCM417050.pdf,,Oxytetracycline,,6255,<p>For chickens for reduction of mortality due to air sacculitis (air sac infection) caused by <i>Escherichia coli </i>susceptible to oxytetracycline.<br/></p>
NADA 138-938,Broiler chicken,VFD,C,"Pennox 100 Hi-Flo®,Pennox 100-MR®,Pennox 200 Hi-Flo®,Pennox 50®",UCM101576.pdf,,Oxytetracycline,,6564,"<p> <font size=""3""></font>For reduction of mortality due to air sacculitis (air-sac-infection) caused by <em>Escherichia coli </em>susceptible to oxytetracycline. <font size=""3""></font></p>"
NADA 138-938,Chicken,VFD,C,"Pennox 100 Hi-Flo®,Pennox 100-MR®,Pennox 200 Hi-Flo®,Pennox 50®",UCM101618.pdf,,Oxytetracycline,,6680,"<p> <font size=""3""></font>For control of infectious synovitis caused by <em>Mycoplasma synoviae </em>and control of fowl cholera caused by <em>Pasteurella multocida </em>susceptible to oxytetracycline<font size=""3"">. </font></p>"
NADA 138-938,Chickens,VFD,B,"Pennox 100 Hi-Flo®,Pennox 100-MR®,Pennox 200 Hi-Flo®,Pennox 50®",UCM101614.pdf,,Oxytetracycline,,1010,<p>For control of infectious synovitis caused<br/>by <em>Mycoplasma synoviae </em>and control of fowl cholera caused by<em> Pasteurella multocida </em>susceptible to oxytetracycline.</p><p>For control of chronic respiratory disease (CRD) and air sac infection caused by <em>Mycoplasma gallisepticum </em>and<em> Escherichia coli</em> susceptible to oxytetracycline.</p><p>For reduction of mortality due to air sacculitis (air-sac-infection) caused by <em>Escherichia coli </em>susceptible to oxytetracycline.</p><p><br/></p>
NADA 138-938,Chickens,VFD,C,"Pennox 100 Hi-Flo®,Pennox 100-MR®,Pennox 200 Hi-Flo®,Pennox 50®",UCM101621.pdf,,Oxytetracycline,,1027,"<p> <font size=""3""></font>For control of chronic respiratory disease (CRD) and air sac infection caused by <em>Mycoplasma gallisepticum </em>and<em> Escherichia coli</em> susceptible to oxytetracycline. <font size=""3""></font></p>"
NADA 008-804,Chickens,VFD,B,"TM-100® ,TM-100®D ,TM-50® ,TM-50® D ",UCM532103.pdf,,Oxytetracycline Hydrochloride,,818,<p>For chickens for reduction of mortality due to air sacculitis (air sac infection) caused by <em>Escherichia coli </em>susceptible to oxytetracycline.<br/></p>
NADA 008-804,Chickens,VFD,C,"TM-100® ,TM-100®D ,TM-50® ,TM-50® D ",UCM532104.pdf,,Oxytetracycline Hydrochloride,,1407,"<p> <font size=""3""></font>For chickens for control of chronic respiratory disease (CRD) and air sac infection caused by <em>Mycoplasma gallisepticum </em>and<em> Escherichia coli </em>susceptible to oxytetracycline. <font size=""3""></font></p>"
NADA 008-804,Chickens,VFD,B,"TM-100® ,TM-100®D ,TM-50® ,TM-50® D ",UCM532108.pdf,,Oxytetracycline Hydrochloride,,824,<p>For control of infectious synovitis caused by <em>Mycoplasma synoviae</em>; control of fowl cholera caused by <em>Pasteurella multocida </em>susceptible to oxytetracycline.</p><p>For control of chronic respiratory disease (CRD) and air sac infection caused by <em>Mycoplasma gallisepticum </em>and<em> Escherichia coli </em>susceptible to oxytetracycline.<br/></p>
NADA 008-804,Chickens,VFD,C,"TM-100® ,TM-100®D ,TM-50® ,TM-50® D ",UCM532110.pdf,,Oxytetracycline Hydrochloride,,1388,"<p> <font size=""3""></font>For chickens for reduction of mortality due to air sacculitis (air sac infection) caused by <em>Escherichia coli </em>susceptible to oxytetracycline. <font size=""3""></font></p>"
NADA 008-804,Chickens,VFD,C,"TM-100® ,TM-100®D ,TM-50® ,TM-50® D ",UCM532112.pdf,,Oxytetracycline Hydrochloride,,1370,"<p> <font size=""3""></font>For chickens for control of infectious synovitis caused by <em>Mycoplasma synoviae</em>; control of fowl cholera caused by<em> Pasteurella multocid</em>a susceptible to oxytetracycline.<font size=""3""> </font></p><p><font size=""3""></font></p><p><b><font face=""Times New Roman,Times New Roman"" size=""3""><font face=""Times New Roman,Times New Roman"" size=""3""></font></font></b></p><p><br/></p>"
NADA 048-486,Broiler chicken,OTC,B,Robenz®,UCM366499.pdf,,Robenidine Hydrochloride,,3581,"<p> <font size=""2""></font>As an aid in the prevention of coccidiosis caused by <em>Eimeria mivati, E. brunetti, E. tenella, E. acervulina, E. maxima</em>, and <em>E. necatrix</em> in broiler chickens only. <font size=""2""></font></p>"
NADA 048-486,Broiler chickens,OTC,C,Robenz®,UCM366500.pdf,,Robenidine Hydrochloride,,3559,"<p> <font size=""2""></font>As an aid in the prevention of coccidiosis caused by <em>Eimeria mivati, E. brunetti, E.</em> <em>tenella, E. acervulina, E. maxima</em>, and <em>E. necatrix</em> in broiler chickens only. <font size=""2""></font></p>"
NADA 128-686,"Broiler, roaster and replacement (breeder and layer) chickens.",OTC,C,Bio-Cox® Type A Medicated Article,UCM368256.pdf,,Salinomycin Sodium,,3175,"<p> <font size=""2""></font>For the prevention of coccidiosis caused by <em>Eimeria tenella, E. necatrix, E. acervulina, E</em>. <em>maxima, E. brunetti, </em>and <em>E. mivati </em>in broiler, roaster and replacement (breeder and layer) chickens. <font size=""2""></font></p>"
ANADA 200-528,Chickens,OTC,C,Savalan® 60,Blue bird labeling for Savalan_8_10_2020_Chickens.pdf,,Salinomycin Sodium,,9319,"<p> <font size=""3""></font>For the prevention of coccidiosis by <em>Eimeria tenella</em>, <em>E. necatrix</em>, <em>E. acervulina</em>, <em>E. maxima</em>, <em>E. brunetti </em>and <em>E. mivati </em>in broiler, roaster and replacement (breeder and layer) chickens. <font size=""3""></font></p>"
NADA 140-940,Broiler Chickens,OTC,C,Aviax™ Premix for Broiler Chickens,N140940 Broiler Chickens Type C.pdf,,Semduramicin Sodium,,656,"<p> <font size=""3""></font>For the prevention of coccidiosis in broiler chickens caused by <em>Eimeria tenella</em>, <em>E. acervulina</em>, <em>E. rnaxima</em>, <em>E. brunetti</em>, <em>E. necatrix </em>and <em>E. mivati</em>/<em>mitis.</em> <font face=""Arial,Helvetica"" size=""3""><font face=""Arial,Helvetica"" size=""3""><i><b></b></i></font></font><font face=""Arial,Helvetica"" size=""3""><i><b></b></i></font><i><b></b></i><b></b></p>"
NADA 141-281,Broiler chickens,OTC,C,Aviax® II,UCM101578.pdf,,Semduramicin Sodium,,2003,"<p>For the prevention of coccidiosis in broiler chickens caused by <i>Eimeria tenella</i>, <i>E. acervulina</i>, <i>E.maxima</i>, <i>E. brunetti</i>, <i>E. necatrix</i>, and <i>E. mitis</i>.<br/></p>"
NADA 006-391,Chicken,VFD,C,S.Q. 40%,UCM532049.pdf,,Sulfaquinoxaline,,1943,"<p> <font size=""3""></font>As an aid in the control of acute fowl cholera caused by <em>Pasteurella multocida </em>susceptible to sulfaquinoxaline and fowl typhoid caused by <em>Salmonella gallinarum </em>susceptible to sulfaquinoxaline. <font size=""3""></font></p>"
NADA 006-391,Chicken,VFD,C,S.Q. 40%,UCM532050.pdf,,Sulfaquinoxaline,,1931,"<p> <font size=""3""></font>As an aid in controlling outbreaks of coccidiosis caused by<em> Eimeria tenella</em>, <em>E. necatrix, E. acervulina, E. maxima</em>, and<em> E. brunetti. </em><font size=""3""></font></p>"
NADA 006-391,Chicken,VFD,C,S.Q. 40%,UCM532051.pdf,,Sulfaquinoxaline,,1915,"<p> <font size=""3""></font>As an aid in controlling outbreaks of coccidiosis caused by <em>Eimeria tenella</em>, <em>E. necatrix, E. acervulina</em>,<em> E. maxima</em>, and<em> E. brunetti. </em><font size=""3""></font></p>"
NADA 006-391,Chicken,VFD,C,S.Q. 40%,UCM532052.pdf,,Sulfaquinoxaline,,1905,"<p> <font size=""3""></font>As an aid in preventing outbreaks of coccidiosis caused by <em>Eimeria tenella</em>,<em> E. necatrix, E. acervulina, E. maxima,</em> and <em>E. brunetti</em> under average conditions of exposure. <font size=""3""></font></p>"
NADA 006-391,Chicken,VFD,C,S.Q. 40%,UCM532053.pdf,,Sulfaquinoxaline,,1896,"<p> <font size=""3""></font>As an aid in preventing outbreaks of coccidiosis caused by<em> Eimeria tenella</em>,<em> E. necatrix</em>, <em>E. acervulina</em>, <em>E. maxima</em>, and<em> E. brunetti </em>where excessive exposure to coccidia is increased due to overcrowding or other management factors. <font size=""3""></font></p>"
NADA 006-391,Chicken,VFD,C,S.Q. 40%,UCM532054.pdf,,Sulfaquinoxaline,,1888,"<p> <font size=""3""></font>As an aid in the control of acute fowl cholera caused by <em>Pasteurella multocida</em> susceptible to sulfaquinoxaline and fowl typhoid caused by <em>Salmonella gallinarum </em>susceptible to sulfaquinoxaline. <font size=""3""></font></p>"
NADA 091-467,Broiler chickens,VFD,C,"Stafac® 10,Stafac® 20,Stafac® 50,Stafac® 500",UCM101597.pdf,,Virginiamycin,,387,"<p> <font size=""2""></font>For prevention of necrotic enteritis caused by <em>Clostridium perfringens </em>susceptible to virginiamycin in broiler chickens. <font size=""2""></font></p>"
NADA 091-467,Broiler chickens,VFD,B,"Stafac® 10,Stafac® 20,Stafac® 50,Stafac® 500",UCM536237.pdf,,Virginiamycin,,381,<p>For prevention of necrotic enteritis caused by <em>Clostridium perfringens </em>susceptible to virginiamycin in broiler chickens.<br/></p>
NADA 011-116,Broiler chickens,OTC,C,Zoamix® Type A Medicated Article,Type C Broiler Chickens.pdf,,Zoalene,,9261,"<p><font face=""Arial"" size=""3""><font face=""Arial"" size=""3""></font></font></p><p>For prevention and control of coccidiosis.</p>"
NADA 011-116,Replacement chickens (grower),OTC,C,Zoamix® Type A Medicated Article,Type C Chicken Grower LM.pdf,,Zoalene,,9265,"<p><font face=""Arial"" size=""3""><font face=""Arial"" size=""3""></font></font></p><p>For development of active immunity to coccidiosis.</p>"
NADA 011-116,Replacement chickens (grower),OTC,C,Zoamix® Type A Medicated Article,Type C Chicken Grower SV.pdf,,Zoalene,,9266,"<p><font face=""Arial"" size=""3""><font face=""Arial"" size=""3""></font></font></p><p>For development of active immunity to coccidiosis.</p>"
NADA 011-116,Replacement chickens (starter),OTC,C,Zoamix® Type A Medicated Article,Type C Chicken Starter LM.pdf,,Zoalene,,9263,"<p><font face=""Arial"" size=""3""><font face=""Arial"" size=""3""></font></font></p><p>For development of active immunity to coccidiosis.</p>"
NADA 011-116,Replacement chickens (starter),OTC,C,Zoamix® Type A Medicated Article,Type C Chicken Starter SV.pdf,,Zoalene,,9264,"<p><font face=""Arial"" size=""3""><font face=""Arial"" size=""3""></font></font></p><p>For development of active immunity to coccidiosis.</p>"
